86;87;
86;46;
84;53;
90;92;
40;49;
28;56;
97;88;
29;75;
22;77;
53;48;
66;42;
26;87;
70;62;
100;96;
64;56;
82;79;
50;45;
95;53;
28;45;
37;38;
26;34;
75;54;
23;49;
92;76;
31;45;
68;66;
76;49;
86;51;
33;70;
56;37;
36;55;
51;38;
36;49;
38;56;
96;46;
97;82;
37;63;
31;52;
59;60;
35;72;
81;42;
83;67;
77;75;
21;28;
93;90;
91;71;
80;36;
93;61;
82;37;
98;33;


57;68;
86;87;
86;46;
71;25;
75;77;
84;53;
89;93;
68;96;
50;34;
90;92;
53;87;
40;49;
40;68;
28;56;
97;88;
35;35;
59;80;
44;30;
54;73;
66;42;
43;67;
70;62;
100;96;
64;56;
79;82;
48;91;
82;79;
95;53;
28;45;
37;38;
71;81;
26;34;
75;54;
35;98;
23;49;
87;99;
92;76;
37;71;
45;74;
42;59;
31;45;
68;66;
76;49;
86;51;
60;93;
78;25;
51;71;
40;99;
36;55;
46;100;
36;49;
38;56;
96;46;
54;34;
34;87;
65;27;
97;82;
51;98;
77;93;
31;52;
59;60;
81;42;
83;67;
77;75;
21;28;
59;82;
52;66;
93;90;
65;28;
45;85;
78;85;
50;62;
91;71;
80;36;
93;61;
82;37;
98;33;
38;67;
56;26;
46;98;
34;86;
52;92;
82;100;
74;87;


57;68;
86;87;
86;46;
75;77;
84;53;
89;93;
68;96;
90;92;
53;87;
40;68;
97;88;
59;80;
54;73;
53;48;
66;42;
43;67;
70;62;
100;96;
64;56;
79;82;
48;91;
82;79;
44;52;
50;45;
95;53;
71;81;
75;54;
35;98;
87;99;
92;76;
37;71;
45;74;
42;59;
47;52;
68;66;
76;49;
86;51;
60;93;
56;37;
51;71;
40;99;
51;38;
46;100;
96;46;
34;87;
97;82;
51;98;
77;93;
59;60;
81;42;
83;67;
77;75;
59;82;
52;66;
93;90;
45;85;
78;85;
50;62;
91;71;
80;36;
93;61;
82;37;
98;33;
43;57;
38;67;
46;98;
34;86;
52;92;
82;100;
74;87;


